# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00260.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00003.ppm
image = 00003; scale_factor = 0.31250; x =  313; y = 313; confidence = 0.01; MISS
image = 00156; scale_factor = 1.87460; x =  614; y = 375; confidence = 0.11; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 370; confidence = 0.29; MISS
image = 00156; scale_factor = 1.87460; x =  757; y = 347; confidence = 0.50; MISS
image = 00156; scale_factor = 1.87460; x =  791; y = 367; confidence = 0.42; MISS
image = 00156; scale_factor = 1.87460; x =  860; y = 364; confidence = 0.20; MISS
image = 00156; scale_factor = 1.87460; x =  941; y = 383; confidence = 0.23; MISS
image = 00156; scale_factor = 1.87460; x =  963; y = 324; confidence = 0.58; MISS
image = 00156; scale_factor = 1.87460; x = 1006; y = 376; confidence = 0.28; MISS
image = 00156; scale_factor = 1.87460; x = 1048; y = 360; confidence = 0.39; MISS
image = 00156; scale_factor = 1.87460; x = 1088; y = 366; confidence = 0.31; MISS
image = 00156; scale_factor = 1.87460; x = 1214; y = 363; confidence = 0.03; MISS
image = 00156; scale_factor = 1.87460; x = 1221; y = 371; confidence = 0.12; MISS
image = 00156; scale_factor = 1.87460; x = 1267; y = 358; confidence = 0.29; MISS
image = 00156; scale_factor = 1.87460; x = 1326; y = 367; confidence = 0.16; MISS
image = 00156; scale_factor = 1.87460; x =   51; y = 423; confidence = 0.39; MISS
image = 00156; scale_factor = 1.87460; x =   85; y = 432; confidence = 0.44; MISS
image = 00156; scale_factor = 1.87460; x =  167; y = 426; confidence = 0.12; MISS
image = 00156; scale_factor = 1.87460; x =  228; y = 439; confidence = 0.25; MISS
image = 00156; scale_factor = 1.87460; x =  254; y = 389; confidence = 0.43; MISS
image = 00156; scale_factor = 1.87460; x =  303; y = 426; confidence = 0.26; MISS
image = 00156; scale_factor = 1.87460; x =  329; y = 444; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x =  408; y = 397; confidence = 0.02; MISS
image = 00156; scale_factor = 1.87460; x =  484; y = 394; confidence = 0.01; MISS
image = 00156; scale_factor = 1.87460; x =  524; y = 382; confidence = 0.45; MISS
image = 00156; scale_factor = 1.87460; x =  554; y = 400; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x =  638; y = 400; confidence = 0.10; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 383; confidence = 0.02; MISS
image = 00156; scale_factor = 1.87460; x =  738; y = 385; confidence = 0.02; MISS
image = 00156; scale_factor = 1.87460; x =  807; y = 425; confidence = 0.33; MISS
image = 00156; scale_factor = 1.87460; x =  844; y = 403; confidence = 0.44; HIT;  T.S. Type =  9; Width =  29
image = 00156; scale_factor = 1.87460; x =  891; y = 452; confidence = 0.42; MISS
image = 00156; scale_factor = 1.87460; x =  971; y = 438; confidence = 0.15; MISS
image = 00156; scale_factor = 1.87460; x = 1014; y = 430; confidence = 0.24; MISS
image = 00156; scale_factor = 1.87460; x = 1048; y = 413; confidence = 0.04; MISS
image = 00156; scale_factor = 1.87460; x = 1107; y = 433; confidence = 0.29; MISS
image = 00156; scale_factor = 1.87460; x = 1207; y = 450; confidence = 0.51; MISS
image = 00156; scale_factor = 1.87460; x = 1218; y = 412; confidence = 0.21; MISS
image = 00156; scale_factor = 1.87460; x = 1315; y = 423; confidence = 0.30; MISS
image = 00156; scale_factor = 1.87460; x = 1323; y = 423; confidence = 0.28; MISS
image = 00156; scale_factor = 1.87460; x =   55; y = 485; confidence = 0.57; MISS
image = 00156; scale_factor = 1.87460; x =  103; y = 470; confidence = 0.23; MISS
image = 00156; scale_factor = 1.87460; x =  174; y = 482; confidence = 0.15; MISS
image = 00156; scale_factor = 1.87460; x =  221; y = 473; confidence = 0.36; MISS
image = 00156; scale_factor = 1.87460; x =  288; y = 492; confidence = 0.42; MISS
image = 00156; scale_factor = 1.87460; x =  303; y = 471; confidence = 0.30; MISS
image = 00156; scale_factor = 1.87460; x =  356; y = 499; confidence = 0.16; MISS
image = 00156; scale_factor = 1.87460; x =  424; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 477; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  825; y = 445; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  861; y = 453; confidence = 0.44; MISS
image = 00156; scale_factor = 1.87460; x =  901; y = 477; confidence = 0.12; MISS
image = 00156; scale_factor = 1.87460; x =  946; y = 491; confidence = 0.44; MISS
image = 00156; scale_factor = 1.87460; x =  977; y = 509; confidence = 0.34; MISS
image = 00156; scale_factor = 1.87460; x = 1103; y = 467; confidence = 0.21; MISS
image = 00156; scale_factor = 1.87460; x = 1107; y = 500; confidence = 0.20; MISS
image = 00156; scale_factor = 1.87460; x = 1156; y = 499; confidence = 0.43; MISS
image = 00156; scale_factor = 1.87460; x = 1207; y = 491; confidence = 0.31; MISS
image = 00156; scale_factor = 1.87460; x = 1278; y = 482; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x = 1338; y = 509; confidence = 0.59; MISS
image = 00156; scale_factor = 1.87460; x =   61; y = 535; confidence = 0.34; MISS
image = 00156; scale_factor = 1.87460; x =  108; y = 547; confidence = 0.34; MISS
image = 00156; scale_factor = 1.87460; x =  149; y = 527; confidence = 0.46; MISS
image = 00156; scale_factor = 1.87460; x =  198; y = 544; confidence = 0.45; MISS
image = 00156; scale_factor = 1.87460; x =  248; y = 530; confidence = 0.33; MISS
image = 00156; scale_factor = 1.87460; x =  332; y = 559; confidence = 0.53; MISS
image = 00156; scale_factor = 1.87460; x =  371; y = 524; confidence = 0.35; MISS
image = 00156; scale_factor = 1.87460; x =  373; y = 529; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 530; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  946; y = 517; confidence = 0.49; MISS
image = 00156; scale_factor = 1.87460; x =  946; y = 516; confidence = 0.49; MISS
image = 00156; scale_factor = 1.87460; x = 1036; y = 536; confidence = 0.35; MISS
image = 00156; scale_factor = 1.87460; x = 1061; y = 528; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x = 1141; y = 566; confidence = 0.56; MISS
image = 00156; scale_factor = 1.87460; x = 1160; y = 508; confidence = 0.42; MISS
image = 00156; scale_factor = 1.87460; x = 1205; y = 530; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x = 1278; y = 504; confidence = 0.55; MISS
image = 00156; scale_factor = 1.87460; x = 1341; y = 530; confidence = 0.43; MISS
image = 00156; scale_factor = 1.87460; x =   53; y = 586; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x =   99; y = 585; confidence = 0.40; MISS
image = 00156; scale_factor = 1.87460; x =  147; y = 572; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x =  219; y = 566; confidence = 0.22; MISS
image = 00156; scale_factor = 1.87460; x =  285; y = 568; confidence = 0.35; MISS
image = 00156; scale_factor = 1.87460; x =  331; y = 580; confidence = 0.32; MISS
image = 00156; scale_factor = 1.87460; x =  344; y = 554; confidence = 0.08; MISS
image = 00156; scale_factor = 1.87460; x =  385; y = 551; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 583; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  946; y = 558; confidence = 0.09; MISS
image = 00156; scale_factor = 1.87460; x =  959; y = 591; confidence = 0.16; MISS
image = 00156; scale_factor = 1.87460; x = 1027; y = 592; confidence = 0.43; MISS
image = 00156; scale_factor = 1.87460; x = 1028; y = 591; confidence = 0.42; MISS
image = 00156; scale_factor = 1.87460; x = 1142; y = 567; confidence = 0.57; MISS
image = 00156; scale_factor = 1.87460; x = 1141; y = 566; confidence = 0.56; MISS
image = 00156; scale_factor = 1.87460; x = 1209; y = 592; confidence = 0.38; MISS
image = 00156; scale_factor = 1.87460; x = 1277; y = 584; confidence = 0.06; MISS
image = 00156; scale_factor = 1.87460; x = 1324; y = 582; confidence = 0.10; MISS
image = 00156; scale_factor = 1.87460; x =   54; y = 634; confidence = 0.30; MISS
image = 00156; scale_factor = 1.87460; x =   88; y = 629; confidence = 0.24; MISS
image = 00156; scale_factor = 1.87460; x =  177; y = 627; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x =  236; y = 652; confidence = 0.56; MISS
image = 00156; scale_factor = 1.87460; x =  279; y = 644; confidence = 0.47; MISS
image = 00156; scale_factor = 1.87460; x =  279; y = 644; confidence = 0.47; MISS
image = 00156; scale_factor = 1.87460; x =  324; y = 622; confidence = 0.02; MISS
image = 00156; scale_factor = 1.87460; x =  424; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 636; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  949; y = 640; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  970; y = 636; confidence = 0.11; MISS
image = 00156; scale_factor = 1.87460; x = 1025; y = 594; confidence = 0.39; MISS
image = 00156; scale_factor = 1.87460; x = 1069; y = 651; confidence = 0.27; MISS
image = 00156; scale_factor = 1.87460; x = 1139; y = 662; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x = 1166; y = 638; confidence = 0.19; MISS
image = 00156; scale_factor = 1.87460; x = 1201; y = 643; confidence = 0.41; MISS
image = 00156; scale_factor = 1.87460; x = 1308; y = 659; confidence = 0.28; MISS
image = 00156; scale_factor = 1.87460; x = 1325; y = 636; confidence = 0.16; MISS
image = 00156; scale_factor = 1.87460; x =   48; y = 689; confidence = 0.59; MISS
image = 00156; scale_factor = 1.87460; x =   56; y = 681; confidence = 0.24; MISS
image = 00156; scale_factor = 1.87460; x =  160; y = 686; confidence = 0.28; MISS
image = 00156; scale_factor = 1.87460; x =  212; y = 689; confidence = 0.14; MISS
image = 00156; scale_factor = 1.87460; x =  237; y = 656; confidence = 0.60; MISS
image = 00156; scale_factor = 1.87460; x =  286; y = 651; confidence = 0.43; MISS
image = 00156; scale_factor = 1.87460; x =  371; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  424; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  901; y = 689; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  978; y = 644; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1012; y = 664; confidence = 0.03; MISS
image = 00156; scale_factor = 1.87460; x = 1057; y = 683; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1138; y = 688; confidence = 0.37; MISS
image = 00156; scale_factor = 1.87460; x = 1198; y = 697; confidence = 0.48; MISS
image = 00156; scale_factor = 1.87460; x = 1199; y = 700; confidence = 0.49; MISS
image = 00156; scale_factor = 1.87460; x = 1246; y = 705; confidence = 0.22; MISS
image = 00156; scale_factor = 1.87460; x = 1338; y = 689; confidence = 0.13; MISS
image = 00156; scale_factor = 1.87460; x =   61; y = 744; confidence = 0.37; MISS
image = 00156; scale_factor = 1.87460; x =  106; y = 742; confidence = 0.44; MISS
image = 00156; scale_factor = 1.87460; x =  133; y = 764; confidence = 0.24; MISS
image = 00156; scale_factor = 1.87460; x =  197; y = 763; confidence = 0.34; MISS
image = 00156; scale_factor = 1.87460; x =  239; y = 702; confidence = 0.03; MISS
image = 00156; scale_factor = 1.87460; x =  318; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  371; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  424; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  901; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  954; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1007; y = 742; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1083; y = 704; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1146; y = 713; confidence = 0.09; MISS
image = 00156; scale_factor = 1.87460; x = 1170; y = 723; confidence = 0.11; MISS
image = 00156; scale_factor = 1.87460; x = 1215; y = 733; confidence = 0.05; MISS
image = 00156; scale_factor = 1.87460; x = 1278; y = 748; confidence = 0.38; MISS
image = 00156; scale_factor = 1.87460; x = 1325; y = 746; confidence = 0.17; MISS
image = 00156; scale_factor = 1.87460; x =   30; y = 779; confidence = 0.59; MISS
image = 00156; scale_factor = 1.87460; x =  106; y = 795; confidence = 0.31; MISS
image = 00156; scale_factor = 1.87460; x =  156; y = 795; confidence = 0.20; MISS
image = 00156; scale_factor = 1.87460; x =  218; y = 795; confidence = 0.24; MISS
image = 00156; scale_factor = 1.87460; x =  216; y = 791; confidence = 0.05; MISS
image = 00156; scale_factor = 1.87460; x =  318; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  371; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  424; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  477; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  530; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  583; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  636; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  689; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  742; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  795; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  848; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  901; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x =  954; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1007; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1060; y = 795; confidence = 0.00; MISS
image = 00156; scale_factor = 1.87460; x = 1141; y = 787; confidence = 0.01; MISS
image = 00156; scale_factor = 1.87460; x = 1182; y = 796; confidence = 0.01; MISS
image = 00156; scale_factor = 1.87460; x = 1218; y = 796; confidence = 0.18; MISS
image = 00156; scale_factor = 1.87460; x = 1273; y = 796; confidence = 0.20; MISS
image = 00156; scale_factor = 1.87460; x = 1332; y = 796; confidence = 0.08; MISS
### Image = 00156; Scale = 1.19782; T.S. Type =  9; Width =  29; x =  824; y = 408; Confidence = 0.697; Total =   88; Found =   85; % = 96.59; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00157.ppm
image = 00157; scale_factor = 0.31250; x =  393; y = 428; confidence = 0.37; MISS
image = 00157; scale_factor = 0.31250; x =  641; y = 320; confidence = 0.01; MISS
image = 00157; scale_factor = 0.31250; x =  914; y = 402; confidence = 0.32; HIT;  T.S. Type =  9; Width =  41
image = 00157; scale_factor = 0.31250; x = 1308; y = 291; confidence = 0.10; MISS
image = 00157; scale_factor = 0.31250; x =  428; y = 746; confidence = 0.59; MISS
image = 00157; scale_factor = 0.31250; x =  915; y = 596; confidence = 0.32; MISS
image = 00157; scale_factor = 0.31250; x = 1140; y = 682; confidence = 0.52; MISS
image = 00157; scale_factor = 0.31250; x = 1257; y = 675; confidence = 0.31; MISS
image = 00157; scale_factor = 0.48906; x =  198; y = 230; confidence = 0.21; MISS
image = 00157; scale_factor = 0.48906; x =  393; y = 204; confidence = 0.25; MISS
image = 00157; scale_factor = 0.48906; x =  636; y = 255; confidence = 0.11; MISS
image = 00157; scale_factor = 0.48906; x =  898; y = 259; confidence = 0.26; MISS
image = 00157; scale_factor = 0.48906; x = 1020; y = 186; confidence = 0.40; MISS
image = 00157; scale_factor = 0.48906; x = 1201; y = 275; confidence = 0.31; MISS
image = 00157; scale_factor = 0.48906; x =  208; y = 419; confidence = 0.22; MISS
image = 00157; scale_factor = 0.48906; x =  399; y = 415; confidence = 0.37; MISS
image = 00157; scale_factor = 0.48906; x =  608; y = 419; confidence = 0.41; MISS
image = 00157; scale_factor = 0.48906; x =  855; y = 409; confidence = 0.32; MISS
image = 00157; scale_factor = 0.48906; x = 1028; y = 409; confidence = 0.10; MISS
image = 00157; scale_factor = 0.48906; x = 1178; y = 272; confidence = 0.33; MISS
image = 00157; scale_factor = 0.48906; x =  204; y = 614; confidence = 0.06; MISS
image = 00157; scale_factor = 0.48906; x =  391; y = 628; confidence = 0.17; MISS
image = 00157; scale_factor = 0.48906; x =  580; y = 555; confidence = 0.37; MISS
image = 00157; scale_factor = 0.48906; x =  817; y = 608; confidence = 0.25; MISS
image = 00157; scale_factor = 0.48906; x = 1056; y = 610; confidence = 0.36; MISS
image = 00157; scale_factor = 0.48906; x = 1146; y = 699; confidence = 0.45; MISS
image = 00157; scale_factor = 0.76538; x =  142; y =  97; confidence = 0.42; MISS
image = 00157; scale_factor = 0.76538; x =  292; y = 122; confidence = 0.41; MISS
image = 00157; scale_factor = 0.76538; x =  396; y =  93; confidence = 0.20; MISS
image = 00157; scale_factor = 0.76538; x =  571; y =  99; confidence = 0.31; MISS
image = 00157; scale_factor = 0.76538; x =  689; y = 149; confidence = 0.24; MISS
image = 00157; scale_factor = 0.76538; x =  676; y = 146; confidence = 0.11; MISS
image = 00157; scale_factor = 0.76538; x =  910; y = 123; confidence = 0.52; MISS
image = 00157; scale_factor = 0.76538; x = 1031; y = 163; confidence = 0.40; MISS
image = 00157; scale_factor = 0.76538; x = 1145; y = 139; confidence = 0.27; MISS
image = 00157; scale_factor = 0.76538; x = 1221; y = 173; confidence = 0.36; MISS
image = 00157; scale_factor = 0.76538; x =  127; y = 265; confidence = 0.16; MISS
image = 00157; scale_factor = 0.76538; x =  279; y = 347; confidence = 0.62; HIT;  T.S. Type =  9; Width =  35
image = 00157; scale_factor = 0.76538; x =  425; y = 282; confidence = 0.57; MISS
image = 00157; scale_factor = 0.76538; x =  545; y = 262; confidence = 0.32; MISS
image = 00157; scale_factor = 0.76538; x =  660; y = 271; confidence = 0.27; MISS
image = 00157; scale_factor = 0.76538; x =  812; y = 266; confidence = 0.23; MISS
image = 00157; scale_factor = 0.76538; x =  891; y = 261; confidence = 0.21; MISS
image = 00157; scale_factor = 0.76538; x = 1044; y = 225; confidence = 0.23; MISS
image = 00157; scale_factor = 0.76538; x = 1217; y = 176; confidence = 0.33; MISS
image = 00157; scale_factor = 0.76538; x = 1267; y = 172; confidence = 0.03; MISS
image = 00157; scale_factor = 0.76538; x =  107; y = 409; confidence = 0.31; MISS
image = 00157; scale_factor = 0.76538; x =  274; y = 369; confidence = 0.60; HIT;  T.S. Type =  9; Width =  35
image = 00157; scale_factor = 0.76538; x =  438; y = 369; confidence = 0.52; MISS
image = 00157; scale_factor = 0.76538; x =  595; y = 447; confidence = 0.39; MISS
image = 00157; scale_factor = 0.76538; x =  630; y = 369; confidence = 0.43; MISS
image = 00157; scale_factor = 0.76538; x =  899; y = 398; confidence = 0.73; HIT;  T.S. Type =  9; Width =  41
image = 00157; scale_factor = 0.76538; x =  899; y = 400; confidence = 0.69; HIT;  T.S. Type =  9; Width =  41
image = 00157; scale_factor = 0.76538; x = 1024; y = 385; confidence = 0.38; MISS
image = 00157; scale_factor = 0.76538; x = 1111; y = 297; confidence = 0.17; MISS
image = 00157; scale_factor = 0.76538; x = 1351; y = 274; confidence = 0.03; MISS
image = 00157; scale_factor = 0.76538; x =  157; y = 542; confidence = 0.26; MISS
image = 00157; scale_factor = 0.76538; x =  273; y = 520; confidence = 0.07; MISS
image = 00157; scale_factor = 0.76538; x =  378; y = 557; confidence = 0.47; MISS
image = 00157; scale_factor = 0.76538; x =  516; y = 527; confidence = 0.55; MISS
image = 00157; scale_factor = 0.76538; x =  621; y = 495; confidence = 0.53; MISS
image = 00157; scale_factor = 0.76538; x =  806; y = 515; confidence = 0.09; MISS
image = 00157; scale_factor = 0.76538; x =  913; y = 535; confidence = 0.46; MISS
image = 00157; scale_factor = 0.76538; x = 1052; y = 474; confidence = 0.47; MISS
image = 00157; scale_factor = 0.76538; x = 1134; y = 643; confidence = 0.47; MISS
image = 00157; scale_factor = 0.76538; x = 1303; y = 647; confidence = 0.12; MISS
image = 00157; scale_factor = 0.76538; x =  130; y = 654; confidence = 0.24; MISS
image = 00157; scale_factor = 0.76538; x =  277; y = 655; confidence = 0.15; MISS
image = 00157; scale_factor = 0.76538; x =  382; y = 734; confidence = 0.43; MISS
image = 00157; scale_factor = 0.76538; x =  548; y = 629; confidence = 0.24; MISS
image = 00157; scale_factor = 0.76538; x =  620; y = 660; confidence = 0.23; MISS
image = 00157; scale_factor = 0.76538; x =  802; y = 675; confidence = 0.26; MISS
image = 00157; scale_factor = 0.76538; x =  921; y = 673; confidence = 0.42; MISS
image = 00157; scale_factor = 0.76538; x = 1053; y = 706; confidence = 0.30; MISS
image = 00157; scale_factor = 0.76538; x = 1168; y = 652; confidence = 0.09; MISS
image = 00157; scale_factor = 0.76538; x = 1310; y = 655; confidence = 0.23; MISS
image = 00157; scale_factor = 0.76538; x =  169; y = 770; confidence = 0.57; MISS
image = 00157; scale_factor = 0.76538; x =  265; y = 791; confidence = 0.20; MISS
image = 00157; scale_factor = 0.76538; x =  386; y = 736; confidence = 0.51; MISS
image = 00157; scale_factor = 0.76538; x =  445; y = 766; confidence = 0.36; MISS
image = 00157; scale_factor = 0.76538; x =  646; y = 768; confidence = 0.34; MISS
image = 00157; scale_factor = 0.76538; x =  786; y = 786; confidence = 0.29; MISS
image = 00157; scale_factor = 0.76538; x =  924; y = 781; confidence = 0.13; MISS
image = 00157; scale_factor = 0.76538; x = 1018; y = 773; confidence = 0.35; MISS
image = 00157; scale_factor = 0.76538; x = 1149; y = 747; confidence = 0.44; MISS
image = 00157; scale_factor = 0.76538; x = 1301; y = 765; confidence = 0.19; MISS
image = 00157; scale_factor = 1.19782; x =   83; y =  78; confidence = 0.64; MISS
image = 00157; scale_factor = 1.19782; x =  106; y =  85; confidence = 0.59; MISS
image = 00157; scale_factor = 1.19782; x =  237; y = 108; confidence = 0.56; MISS
image = 00157; scale_factor = 1.19782; x =  340; y =  78; confidence = 0.35; MISS
image = 00157; scale_factor = 1.19782; x =  382; y =  85; confidence = 0.13; MISS
image = 00157; scale_factor = 1.19782; x =  537; y =  51; confidence = 0.22; MISS
image = 00157; scale_factor = 1.19782; x =  583; y =  84; confidence = 0.29; MISS
image = 00157; scale_factor = 1.19782; x =  664; y =  83; confidence = 0.30; MISS
image = 00157; scale_factor = 1.19782; x =  728; y =  92; confidence = 0.30; MISS
image = 00157; scale_factor = 1.19782; x =  855; y =  85; confidence = 0.45; MISS
image = 00157; scale_factor = 1.19782; x =  915; y =  80; confidence = 0.24; MISS
image = 00157; scale_factor = 1.19782; x =  995; y =  76; confidence = 0.37; MISS
image = 00157; scale_factor = 1.19782; x = 1082; y =  82; confidence = 0.11; MISS
image = 00157; scale_factor = 1.19782; x = 1171; y =  90; confidence = 0.55; MISS
