# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00355; x =  481; y = 241; confidence = 0.74; HIT ***
scale_factor = 1.12; image = 00355; x =  480; y = 243; confidence = 0.75; HIT ***
scale_factor = 1.12; image = 00362; x =  622; y = 262; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  718; y = 267; confidence = 0.15; MISS
scale_factor = 1.12; image = 00362; x =  836; y = 197; confidence = 0.33; MISS
scale_factor = 1.12; image = 00362; x =  933; y = 271; confidence = 0.54; MISS
scale_factor = 1.12; image = 00362; x =  960; y = 287; confidence = 0.50; MISS
scale_factor = 1.12; image = 00362; x = 1087; y = 267; confidence = 0.29; MISS
scale_factor = 1.12; image = 00362; x = 1157; y = 268; confidence = 0.23; MISS
scale_factor = 1.12; image = 00362; x = 1266; y = 300; confidence = 0.24; MISS
scale_factor = 1.12; image = 00362; x = 1338; y = 292; confidence = 0.33; MISS
scale_factor = 1.12; image = 00362; x =   66; y = 339; confidence = 0.26; MISS
scale_factor = 1.12; image = 00362; x =  181; y = 352; confidence = 0.35; MISS
scale_factor = 1.12; image = 00362; x =  250; y = 392; confidence = 0.49; MISS
scale_factor = 1.12; image = 00362; x =  350; y = 394; confidence = 0.33; MISS
scale_factor = 1.12; image = 00362; x =  470; y = 328; confidence = 0.25; MISS
scale_factor = 1.12; image = 00362; x =  491; y = 332; confidence = 0.20; MISS
scale_factor = 1.12; image = 00362; x =  634; y = 286; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  670; y = 285; confidence = 0.01; MISS
scale_factor = 1.12; image = 00362; x =  804; y = 312; confidence = 0.16; MISS
scale_factor = 1.12; image = 00362; x =  916; y = 361; confidence = 0.17; MISS
scale_factor = 1.12; image = 00362; x =  964; y = 289; confidence = 0.44; MISS
scale_factor = 1.12; image = 00362; x = 1065; y = 352; confidence = 0.10; MISS
scale_factor = 1.12; image = 00362; x = 1154; y = 345; confidence = 0.01; MISS
scale_factor = 1.12; image = 00362; x = 1211; y = 343; confidence = 0.34; MISS
scale_factor = 1.12; image = 00362; x = 1326; y = 352; confidence = 0.17; MISS
scale_factor = 1.12; image = 00362; x =   88; y = 453; confidence = 0.31; MISS
scale_factor = 1.12; image = 00362; x =  174; y = 446; confidence = 0.22; MISS
scale_factor = 1.12; image = 00362; x =  263; y = 417; confidence = 0.46; MISS
scale_factor = 1.12; image = 00362; x =  328; y = 370; confidence = 0.34; MISS
scale_factor = 1.12; image = 00362; x =  416; y = 368; confidence = 0.03; MISS
scale_factor = 1.12; image = 00362; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  622; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  711; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  800; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  944; y = 443; confidence = 0.36; MISS
scale_factor = 1.12; image = 00362; x =  996; y = 433; confidence = 0.03; MISS
scale_factor = 1.12; image = 00362; x = 1116; y = 426; confidence = 0.06; MISS
scale_factor = 1.12; image = 00362; x = 1150; y = 441; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x = 1244; y = 443; confidence = 0.01; MISS
scale_factor = 1.12; image = 00362; x = 1347; y = 413; confidence = 0.19; MISS
scale_factor = 1.12; image = 00362; x =   57; y = 499; confidence = 0.37; MISS
scale_factor = 1.12; image = 00362; x =  184; y = 526; confidence = 0.35; MISS
scale_factor = 1.12; image = 00362; x =  273; y = 548; confidence = 0.31; MISS
scale_factor = 1.12; image = 00362; x =  280; y = 569; confidence = 0.31; MISS
scale_factor = 1.12; image = 00362; x =  444; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  800; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  969; y = 517; confidence = 0.10; MISS
scale_factor = 1.12; image = 00362; x = 1004; y = 542; confidence = 0.38; MISS
scale_factor = 1.12; image = 00362; x = 1102; y = 543; confidence = 0.47; MISS
scale_factor = 1.12; image = 00362; x = 1165; y = 528; confidence = 0.31; MISS
scale_factor = 1.12; image = 00362; x = 1251; y = 569; confidence = 0.17; MISS
scale_factor = 1.12; image = 00362; x = 1336; y = 540; confidence = 0.05; MISS
scale_factor = 1.12; image = 00362; x =  104; y = 627; confidence = 0.34; MISS
scale_factor = 1.12; image = 00362; x =  215; y = 547; confidence = 0.09; MISS
scale_factor = 1.12; image = 00362; x =  258; y = 624; confidence = 0.26; MISS
scale_factor = 1.12; image = 00362; x =  273; y = 620; confidence = 0.01; MISS
scale_factor = 1.12; image = 00362; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  889; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x = 1037; y = 567; confidence = 0.04; MISS
scale_factor = 1.12; image = 00362; x = 1092; y = 551; confidence = 0.41; MISS
scale_factor = 1.12; image = 00362; x = 1196; y = 635; confidence = 0.02; MISS
scale_factor = 1.12; image = 00362; x = 1258; y = 625; confidence = 0.01; MISS
scale_factor = 1.12; image = 00362; x = 1317; y = 661; confidence = 0.24; MISS
scale_factor = 1.12; image = 00362; x =   77; y = 733; confidence = 0.34; MISS
scale_factor = 1.12; image = 00362; x =  190; y = 732; confidence = 0.35; MISS
scale_factor = 1.12; image = 00362; x =  191; y = 729; confidence = 0.12; MISS
scale_factor = 1.12; image = 00362; x =  423; y = 754; confidence = 0.61; MISS
scale_factor = 1.12; image = 00362; x =  425; y = 754; confidence = 0.43; MISS
scale_factor = 1.12; image = 00362; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  889; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x =  978; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x = 1067; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00362; x = 1209; y = 653; confidence = 0.39; MISS
scale_factor = 1.12; image = 00362; x = 1313; y = 658; confidence = 0.45; MISS
scale_factor = 1.12; image = 00362; x = 1351; y = 684; confidence = 0.47; MISS
### Current Image = 00355; Traffic signs searched =   50; Traffic signs found =   50; Best confidence = 0.747657; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00357.ppm
scale_factor = 1.12; image = 00366; x =   79; y =  53; confidence = 0.04; MISS
scale_factor = 1.12; image = 00366; x =  190; y =  72; confidence = 0.10; MISS
scale_factor = 1.12; image = 00366; x =  296; y =  75; confidence = 0.46; MISS
scale_factor = 1.12; image = 00366; x =  368; y = 162; confidence = 0.56; MISS
scale_factor = 1.12; image = 00366; x =  445; y =  89; confidence = 0.26; MISS
scale_factor = 1.12; image = 00366; x =  477; y = 118; confidence = 0.51; MISS
scale_factor = 1.12; image = 00366; x =  576; y = 125; confidence = 0.33; MISS
scale_factor = 1.12; image = 00366; x =  726; y =  84; confidence = 0.13; MISS
scale_factor = 1.12; image = 00366; x =  840; y = 100; confidence = 0.17; MISS
scale_factor = 1.12; image = 00366; x =  899; y =  91; confidence = 0.02; MISS
scale_factor = 1.12; image = 00366; x =  970; y = 106; confidence = 0.07; MISS
scale_factor = 1.12; image = 00366; x = 1077; y =  72; confidence = 0.01; MISS
scale_factor = 1.12; image = 00366; x = 1209; y = 132; confidence = 0.10; MISS
scale_factor = 1.12; image = 00366; x = 1213; y = 132; confidence = 0.30; MISS
scale_factor = 1.12; image = 00366; x = 1344; y = 112; confidence = 0.02; MISS
scale_factor = 1.12; image = 00366; x =   55; y = 214; confidence = 0.07; MISS
scale_factor = 1.12; image = 00366; x =  175; y = 179; confidence = 0.00; MISS
scale_factor = 1.12; image = 00366; x =  235; y = 210; confidence = 0.49; MISS
scale_factor = 1.12; image = 00366; x =  369; y = 165; confidence = 0.39; MISS
scale_factor = 1.12; image = 00366; x =  369; y = 166; confidence = 0.44; MISS
scale_factor = 1.12; image = 00357; x =  493; y = 248; confidence = 0.52; HIT ***
scale_factor = 1.12; image = 00366; x =  634; y = 178; confidence = 0.56; MISS
scale_factor = 1.12; image = 00366; x =  634; y = 178; confidence = 0.56; MISS
scale_factor = 1.12; image = 00366; x =  796; y = 198; confidence = 0.60; MISS
scale_factor = 1.12; image = 00366; x =  813; y = 198; confidence = 0.45; MISS
scale_factor = 1.12; image = 00366; x =  964; y = 162; confidence = 0.31; MISS
scale_factor = 1.12; image = 00366; x = 1064; y = 176; confidence = 0.38; MISS
scale_factor = 1.12; image = 00357; x = 1120; y = 250; confidence = 0.42; HIT ***
scale_factor = 1.12; image = 00366; x = 1294; y = 193; confidence = 0.51; MISS
scale_factor = 1.12; image = 00366; x = 1331; y = 206; confidence = 0.64; MISS
scale_factor = 1.12; image = 00366; x =   48; y = 282; confidence = 0.57; MISS
scale_factor = 1.12; image = 00366; x =  155; y = 219; confidence = 0.22; MISS
scale_factor = 1.12; image = 00366; x =  331; y = 241; confidence = 0.52; MISS
scale_factor = 1.12; image = 00366; x =  329; y = 243; confidence = 0.34; MISS
scale_factor = 1.12; image = 00357; x =  471; y = 245; confidence = 0.54; HIT ***
scale_factor = 1.12; image = 00357; x =  494; y = 247; confidence = 0.52; HIT ***
scale_factor = 1.12; image = 00366; x =  656; y = 191; confidence = 0.49; MISS
scale_factor = 1.12; image = 00366; x =  685; y = 211; confidence = 0.14; MISS
scale_factor = 1.12; image = 00366; x =  795; y = 199; confidence = 0.55; MISS
scale_factor = 1.12; image = 00366; x =  905; y = 269; confidence = 0.02; MISS
scale_factor = 1.12; image = 00366; x =  956; y = 300; confidence = 0.37; MISS
scale_factor = 1.12; image = 00357; x = 1105; y = 248; confidence = 0.51; HIT ***
scale_factor = 1.12; image = 00357; x = 1123; y = 250; confidence = 0.45; HIT ***
scale_factor = 1.12; image = 00366; x = 1285; y = 252; confidence = 0.53; MISS
scale_factor = 1.12; image = 00366; x = 1328; y = 269; confidence = 0.46; MISS
scale_factor = 1.12; image = 00366; x =   49; y = 281; confidence = 0.60; MISS
scale_factor = 1.12; image = 00366; x =  170; y = 343; confidence = 0.25; MISS
scale_factor = 1.12; image = 00366; x =  271; y = 360; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x =  356; y = 356; confidence = 0.29; MISS
scale_factor = 1.12; image = 00366; x =  441; y = 378; confidence = 0.48; MISS
scale_factor = 1.12; image = 00366; x =  518; y = 355; confidence = 0.37; MISS
scale_factor = 1.12; image = 00366; x =  643; y = 387; confidence = 0.06; MISS
scale_factor = 1.12; image = 00366; x =  707; y = 380; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x =  803; y = 349; confidence = 0.00; MISS
scale_factor = 1.12; image = 00366; x =  911; y = 376; confidence = 0.39; MISS
scale_factor = 1.12; image = 00366; x =  989; y = 323; confidence = 0.44; MISS
scale_factor = 1.12; image = 00366; x = 1023; y = 405; confidence = 0.55; MISS
scale_factor = 1.12; image = 00366; x = 1188; y = 354; confidence = 0.33; MISS
scale_factor = 1.12; image = 00366; x = 1232; y = 346; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x = 1339; y = 369; confidence = 0.10; MISS
scale_factor = 1.12; image = 00366; x =   75; y = 442; confidence = 0.38; MISS
scale_factor = 1.12; image = 00366; x =  175; y = 433; confidence = 0.46; MISS
scale_factor = 1.12; image = 00366; x =  236; y = 520; confidence = 0.05; MISS
scale_factor = 1.12; image = 00366; x =  391; y = 428; confidence = 0.32; MISS
scale_factor = 1.12; image = 00366; x =  497; y = 511; confidence = 0.30; MISS
scale_factor = 1.12; image = 00366; x =  530; y = 413; confidence = 0.18; MISS
scale_factor = 1.12; image = 00366; x =  628; y = 449; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x =  708; y = 437; confidence = 0.16; MISS
scale_factor = 1.12; image = 00366; x =  806; y = 440; confidence = 0.25; MISS
scale_factor = 1.12; image = 00366; x =  864; y = 524; confidence = 0.48; MISS
scale_factor = 1.12; image = 00366; x =  974; y = 452; confidence = 0.37; MISS
scale_factor = 1.12; image = 00366; x = 1045; y = 432; confidence = 0.43; MISS
scale_factor = 1.12; image = 00366; x = 1132; y = 488; confidence = 0.63; MISS
scale_factor = 1.12; image = 00366; x = 1259; y = 455; confidence = 0.51; MISS
scale_factor = 1.12; image = 00366; x = 1319; y = 458; confidence = 0.48; MISS
scale_factor = 1.12; image = 00366; x =   21; y = 534; confidence = 0.43; MISS
scale_factor = 1.12; image = 00366; x =  178; y = 534; confidence = 0.14; MISS
scale_factor = 1.12; image = 00366; x =  222; y = 503; confidence = 0.52; MISS
scale_factor = 1.12; image = 00366; x =  368; y = 511; confidence = 0.37; MISS
scale_factor = 1.12; image = 00366; x =  487; y = 504; confidence = 0.41; MISS
scale_factor = 1.12; image = 00366; x =  535; y = 534; confidence = 0.17; MISS
scale_factor = 1.12; image = 00366; x =  619; y = 524; confidence = 0.41; MISS
scale_factor = 1.12; image = 00366; x =  715; y = 538; confidence = 0.17; MISS
scale_factor = 1.12; image = 00366; x =  863; y = 524; confidence = 0.48; MISS
scale_factor = 1.12; image = 00366; x =  863; y = 523; confidence = 0.46; MISS
scale_factor = 1.12; image = 00366; x =  986; y = 527; confidence = 0.33; MISS
scale_factor = 1.12; image = 00366; x = 1063; y = 528; confidence = 0.35; MISS
scale_factor = 1.12; image = 00366; x = 1133; y = 489; confidence = 0.61; MISS
scale_factor = 1.12; image = 00366; x = 1231; y = 521; confidence = 0.25; MISS
scale_factor = 1.12; image = 00366; x = 1347; y = 563; confidence = 0.34; MISS
scale_factor = 1.12; image = 00366; x =  106; y = 638; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x =  173; y = 608; confidence = 0.02; MISS
scale_factor = 1.12; image = 00366; x =  258; y = 619; confidence = 0.28; MISS
scale_factor = 1.12; image = 00366; x =  336; y = 639; confidence = 0.07; MISS
scale_factor = 1.12; image = 00366; x =  490; y = 649; confidence = 0.48; MISS
scale_factor = 1.12; image = 00366; x =  520; y = 611; confidence = 0.11; MISS
scale_factor = 1.12; image = 00366; x =  627; y = 614; confidence = 0.39; MISS
scale_factor = 1.12; image = 00366; x =  744; y = 593; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x =  812; y = 623; confidence = 0.28; MISS
scale_factor = 1.12; image = 00366; x =  868; y = 622; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x = 1000; y = 633; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x = 1072; y = 611; confidence = 0.35; MISS
scale_factor = 1.12; image = 00366; x = 1157; y = 623; confidence = 0.22; MISS
scale_factor = 1.12; image = 00366; x = 1248; y = 634; confidence = 0.09; MISS
scale_factor = 1.12; image = 00366; x = 1307; y = 633; confidence = 0.29; MISS
scale_factor = 1.12; image = 00366; x =  101; y = 666; confidence = 0.33; MISS
scale_factor = 1.12; image = 00366; x =  182; y = 714; confidence = 0.26; MISS
scale_factor = 1.12; image = 00366; x =  271; y = 741; confidence = 0.37; MISS
scale_factor = 1.12; image = 00366; x =  363; y = 727; confidence = 0.50; MISS
scale_factor = 1.12; image = 00366; x =  431; y = 735; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x =  541; y = 701; confidence = 0.06; MISS
scale_factor = 1.12; image = 00366; x =  668; y = 705; confidence = 0.44; MISS
scale_factor = 1.12; image = 00366; x =  677; y = 739; confidence = 0.25; MISS
scale_factor = 1.12; image = 00366; x =  812; y = 694; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x =  902; y = 717; confidence = 0.10; MISS
scale_factor = 1.12; image = 00366; x = 1021; y = 682; confidence = 0.29; MISS
scale_factor = 1.12; image = 00366; x = 1049; y = 703; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x = 1154; y = 709; confidence = 0.06; MISS
scale_factor = 1.12; image = 00366; x = 1258; y = 732; confidence = 0.37; MISS
scale_factor = 1.12; image = 00366; x = 1347; y = 724; confidence = 0.45; MISS
### Current Image = 00357; Traffic signs searched =   51; Traffic signs found =   51; Best confidence = 0.507570; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00366.ppm
scale_factor = 1.12; image = 00369; x =  162; y =  60; confidence = 0.35; MISS
scale_factor = 1.12; image = 00369; x =  187; y =  63; confidence = 0.28; MISS
scale_factor = 1.12; image = 00369; x =  273; y =  85; confidence = 0.37; MISS
scale_factor = 1.12; image = 00369; x =  378; y =  78; confidence = 0.53; MISS
scale_factor = 1.12; image = 00369; x =  453; y =  85; confidence = 0.41; MISS
scale_factor = 1.12; image = 00369; x =  526; y = 147; confidence = 0.50; MISS
scale_factor = 1.12; image = 00369; x =  626; y =  69; confidence = 0.26; MISS
scale_factor = 1.12; image = 00369; x =  763; y =  78; confidence = 0.36; MISS
scale_factor = 1.12; image = 00369; x =  801; y =  89; confidence = 0.21; MISS
scale_factor = 1.12; image = 00369; x =  942; y =  98; confidence = 0.27; MISS
scale_factor = 1.12; image = 00369; x =  944; y =  99; confidence = 0.34; MISS
scale_factor = 1.12; image = 00369; x = 1104; y = 121; confidence = 0.47; MISS
scale_factor = 1.12; image = 00369; x = 1145; y = 114; confidence = 0.59; MISS
scale_factor = 1.12; image = 00369; x = 1241; y =  96; confidence = 0.53; MISS
scale_factor = 1.12; image = 00369; x = 1291; y =  88; confidence = 0.50; MISS
scale_factor = 1.12; image = 00369; x =  106; y = 222; confidence = 0.24; MISS
scale_factor = 1.12; image = 00369; x =  106; y = 220; confidence = 0.33; MISS
scale_factor = 1.12; image = 00369; x =  273; y = 189; confidence = 0.02; MISS
scale_factor = 1.12; image = 00369; x =  380; y = 189; confidence = 0.39; MISS
scale_factor = 1.12; image = 00369; x =  481; y = 210; confidence = 0.41; MISS
scale_factor = 1.12; image = 00369; x =  528; y = 247; confidence = 0.29; MISS
scale_factor = 1.12; image = 00369; x =  637; y = 194; confidence = 0.46; MISS
scale_factor = 1.12; image = 00369; x =  696; y = 166; confidence = 0.03; MISS
scale_factor = 1.12; image = 00369; x =  821; y = 213; confidence = 0.32; MISS
scale_factor = 1.12; image = 00369; x =  896; y = 204; confidence = 0.36; MISS
scale_factor = 1.12; image = 00369; x =  995; y = 137; confidence = 0.39; MISS
scale_factor = 1.12; image = 00369; x = 1089; y = 125; confidence = 0.45; MISS
scale_factor = 1.12; image = 00369; x = 1143; y = 116; confidence = 0.51; MISS
scale_factor = 1.12; image = 00369; x = 1315; y = 147; confidence = 0.50; MISS
scale_factor = 1.12; image = 00369; x = 1315; y = 147; confidence = 0.50; MISS
scale_factor = 1.12; image = 00369; x =   86; y = 292; confidence = 0.31; MISS
scale_factor = 1.12; image = 00369; x =  152; y = 289; confidence = 0.32; MISS
scale_factor = 1.12; image = 00369; x =  268; y = 265; confidence = 0.38; MISS
scale_factor = 1.12; image = 00369; x =  376; y = 278; confidence = 0.26; MISS
scale_factor = 1.12; image = 00369; x =  473; y = 288; confidence = 0.36; MISS
scale_factor = 1.12; image = 00366; x =  527; y = 265; confidence = 0.38; HIT ***
scale_factor = 1.12; image = 00369; x =  613; y = 213; confidence = 0.18; MISS
scale_factor = 1.12; image = 00369; x =  724; y = 276; confidence = 0.07; MISS
scale_factor = 1.12; image = 00369; x =  773; y = 250; confidence = 0.14; MISS
scale_factor = 1.12; image = 00369; x =  918; y = 243; confidence = 0.31; MISS
scale_factor = 1.12; image = 00369; x =  919; y = 239; confidence = 0.42; MISS
scale_factor = 1.12; image = 00369; x = 1061; y = 226; confidence = 0.32; MISS
scale_factor = 1.12; image = 00369; x = 1159; y = 275; confidence = 0.07; MISS
scale_factor = 1.12; image = 00369; x = 1255; y = 281; confidence = 0.14; MISS
scale_factor = 1.12; image = 00369; x = 1311; y = 267; confidence = 0.32; MISS
scale_factor = 1.12; image = 00369; x =   97; y = 350; confidence = 0.33; MISS
scale_factor = 1.12; image = 00369; x =  181; y = 354; confidence = 0.33; MISS
scale_factor = 1.12; image = 00369; x =  293; y = 339; confidence = 0.52; MISS
scale_factor = 1.12; image = 00369; x =  341; y = 353; confidence = 0.44; MISS
scale_factor = 1.12; image = 00369; x =  420; y = 379; confidence = 0.43; MISS
scale_factor = 1.12; image = 00369; x =  516; y = 314; confidence = 0.23; MISS
scale_factor = 1.12; image = 00369; x =  640; y = 312; confidence = 0.03; MISS
scale_factor = 1.12; image = 00369; x =  777; y = 359; confidence = 0.01; MISS
scale_factor = 1.12; image = 00369; x =  797; y = 366; confidence = 0.29; MISS
scale_factor = 1.12; image = 00369; x =  889; y = 375; confidence = 0.41; MISS
scale_factor = 1.12; image = 00369; x =  987; y = 355; confidence = 0.23; MISS
scale_factor = 1.12; image = 00369; x = 1052; y = 356; confidence = 0.11; MISS
scale_factor = 1.12; image = 00369; x = 1151; y = 351; confidence = 0.06; MISS
scale_factor = 1.12; image = 00369; x = 1249; y = 359; confidence = 0.25; MISS
scale_factor = 1.12; image = 00369; x = 1314; y = 387; confidence = 0.50; MISS
scale_factor = 1.12; image = 00369; x =   89; y = 451; confidence = 0.57; MISS
scale_factor = 1.12; image = 00369; x =  176; y = 448; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  291; y = 373; confidence = 0.38; MISS
scale_factor = 1.12; image = 00369; x =  396; y = 378; confidence = 0.15; MISS
scale_factor = 1.12; image = 00369; x =  394; y = 380; confidence = 0.46; MISS
scale_factor = 1.12; image = 00369; x =  533; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  622; y = 357; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  784; y = 430; confidence = 0.28; MISS
scale_factor = 1.12; image = 00369; x =  794; y = 457; confidence = 0.21; MISS
scale_factor = 1.12; image = 00369; x =  914; y = 420; confidence = 0.43; MISS
scale_factor = 1.12; image = 00369; x =  912; y = 422; confidence = 0.24; MISS
scale_factor = 1.12; image = 00369; x = 1065; y = 440; confidence = 0.16; MISS
scale_factor = 1.12; image = 00369; x = 1217; y = 443; confidence = 0.36; MISS
scale_factor = 1.12; image = 00369; x = 1218; y = 445; confidence = 0.43; MISS
scale_factor = 1.12; image = 00369; x = 1331; y = 436; confidence = 0.40; MISS
scale_factor = 1.12; image = 00369; x =   34; y = 506; confidence = 0.33; MISS
scale_factor = 1.12; image = 00369; x =  108; y = 490; confidence = 0.07; MISS
scale_factor = 1.12; image = 00369; x =  282; y = 460; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  355; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  444; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  711; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  797; y = 456; confidence = 0.06; MISS
scale_factor = 1.12; image = 00369; x =  881; y = 501; confidence = 0.19; MISS
scale_factor = 1.12; image = 00369; x =  964; y = 512; confidence = 0.30; MISS
scale_factor = 1.12; image = 00369; x = 1084; y = 523; confidence = 0.45; MISS
scale_factor = 1.12; image = 00369; x = 1192; y = 558; confidence = 0.40; MISS
scale_factor = 1.12; image = 00369; x = 1242; y = 537; confidence = 0.35; MISS
scale_factor = 1.12; image = 00369; x = 1322; y = 558; confidence = 0.46; MISS
scale_factor = 1.12; image = 00369; x =   45; y = 550; confidence = 0.31; MISS
scale_factor = 1.12; image = 00369; x =  177; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  266; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  355; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  800; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  889; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x = 1025; y = 560; confidence = 0.24; MISS
scale_factor = 1.12; image = 00369; x = 1027; y = 560; confidence = 0.35; MISS
scale_factor = 1.12; image = 00369; x = 1169; y = 623; confidence = 0.59; MISS
scale_factor = 1.12; image = 00369; x = 1168; y = 623; confidence = 0.60; MISS
scale_factor = 1.12; image = 00369; x = 1343; y = 631; confidence = 0.35; MISS
scale_factor = 1.12; image = 00369; x =   88; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  177; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  266; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  355; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00369; x =  889; y = 624; confidence = 0.00; MISS
