# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 53
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00004.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00012.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00027.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00057.ppm
delta = 143
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00065.ppm
scale_factor = 0.70; image = 00073; x =  166; y = 127; confidence = 0.00; MISS
scale_factor = 0.70; image = 00421; x = 1011; y = 106; confidence = 0.31; MISS
scale_factor = 0.70; image = 00421; x = 1125; y = 123; confidence = 0.48; MISS
scale_factor = 0.70; image = 00421; x = 1278; y = 176; confidence = 0.54; MISS
scale_factor = 0.70; image = 00421; x =  223; y = 342; confidence = 0.54; MISS
scale_factor = 0.70; image = 00421; x =  227; y = 341; confidence = 0.54; MISS
scale_factor = 0.70; image = 00421; x =  469; y = 206; confidence = 0.38; MISS
scale_factor = 0.70; image = 00421; x =  473; y = 197; confidence = 0.25; MISS
scale_factor = 0.70; image = 00421; x =  685; y = 216; confidence = 0.18; MISS
scale_factor = 0.70; image = 00421; x =  904; y = 259; confidence = 0.40; MISS
scale_factor = 0.70; image = 00413; x = 1066; y = 295; confidence = 0.92; HIT ***
scale_factor = 0.70; image = 00413; x = 1069; y = 299; confidence = 0.90; HIT ***
scale_factor = 0.70; image = 00421; x = 1326; y = 295; confidence = 0.53; MISS
scale_factor = 0.70; image = 00421; x =  228; y = 340; confidence = 0.57; MISS
scale_factor = 0.70; image = 00421; x =  227; y = 340; confidence = 0.56; MISS
scale_factor = 0.70; image = 00421; x =  366; y = 444; confidence = 0.19; MISS
scale_factor = 0.70; image = 00421; x =  584; y = 442; confidence = 0.20; MISS
scale_factor = 0.70; image = 00421; x =  805; y = 535; confidence = 0.44; MISS
scale_factor = 0.70; image = 00421; x =  863; y = 410; confidence = 0.31; MISS
scale_factor = 0.70; image = 00421; x = 1031; y = 432; confidence = 0.41; MISS
scale_factor = 0.70; image = 00421; x = 1189; y = 406; confidence = 0.07; MISS
scale_factor = 0.70; image = 00421; x = 1274; y = 472; confidence = 0.32; MISS
scale_factor = 0.70; image = 00421; x =   86; y = 563; confidence = 0.52; MISS
scale_factor = 0.70; image = 00421; x =  280; y = 545; confidence = 0.32; MISS
scale_factor = 0.70; image = 00421; x =  532; y = 555; confidence = 0.39; MISS
scale_factor = 0.70; image = 00421; x =  535; y = 557; confidence = 0.35; MISS
scale_factor = 0.70; image = 00421; x =  802; y = 537; confidence = 0.42; MISS
scale_factor = 0.70; image = 00421; x =  803; y = 539; confidence = 0.21; MISS
scale_factor = 0.70; image = 00421; x =  951; y = 523; confidence = 0.46; MISS
scale_factor = 0.70; image = 00421; x = 1101; y = 530; confidence = 0.08; MISS
scale_factor = 0.70; image = 00421; x = 1287; y = 567; confidence = 0.20; MISS
scale_factor = 0.70; image = 00421; x =  270; y = 744; confidence = 0.27; MISS
scale_factor = 0.70; image = 00421; x =  286; y = 735; confidence = 0.46; MISS
scale_factor = 0.70; image = 00421; x =  442; y = 727; confidence = 0.07; MISS
scale_factor = 0.70; image = 00421; x =  552; y = 686; confidence = 0.28; MISS
scale_factor = 0.70; image = 00421; x =  693; y = 706; confidence = 0.30; MISS
scale_factor = 0.70; image = 00421; x =  863; y = 750; confidence = 0.03; MISS
scale_factor = 0.70; image = 00421; x =  944; y = 710; confidence = 0.47; MISS
scale_factor = 0.70; image = 00421; x = 1107; y = 780; confidence = 0.34; MISS
scale_factor = 0.70; image = 00421; x = 1309; y = 790; confidence = 0.37; MISS
### Current Image = 00413; Traffic signs searched =   52; Traffic signs found =   49; Best confidence = 0.921413; Percentage found = 94.23; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00414.ppm
scale_factor = 0.70; image = 00422; x =  116; y = 170; confidence = 0.30; MISS
scale_factor = 0.70; image = 00422; x =  302; y = 165; confidence = 0.40; MISS
scale_factor = 0.70; image = 00422; x =  392; y = 166; confidence = 0.43; MISS
scale_factor = 0.70; image = 00422; x =  588; y = 175; confidence = 0.16; MISS
scale_factor = 0.70; image = 00422; x =  725; y = 141; confidence = 0.36; MISS
scale_factor = 0.70; image = 00422; x =  858; y = 145; confidence = 0.00; MISS
scale_factor = 0.70; image = 00422; x = 1060; y = 134; confidence = 0.62; MISS
scale_factor = 0.70; image = 00422; x = 1062; y = 133; confidence = 0.53; MISS
scale_factor = 0.70; image = 00422; x = 1278; y = 230; confidence = 0.49; MISS
scale_factor = 0.70; image = 00422; x =  145; y = 286; confidence = 0.10; MISS
scale_factor = 0.70; image = 00422; x =  291; y = 288; confidence = 0.24; MISS
scale_factor = 0.70; image = 00422; x =  389; y = 293; confidence = 0.25; MISS
scale_factor = 0.70; image = 00422; x =  516; y = 183; confidence = 0.42; MISS
scale_factor = 0.70; image = 00422; x =  683; y = 203; confidence = 0.36; MISS
scale_factor = 0.70; image = 00422; x =  871; y = 283; confidence = 0.47; MISS
scale_factor = 0.70; image = 00414; x = 1051; y = 345; confidence = 0.66; HIT ***
scale_factor = 0.70; image = 00414; x = 1054; y = 349; confidence = 0.68; HIT ***
scale_factor = 0.70; image = 00422; x = 1280; y = 229; confidence = 0.47; MISS
scale_factor = 0.70; image = 00422; x =  155; y = 417; confidence = 0.41; MISS
scale_factor = 0.70; image = 00422; x =  203; y = 426; confidence = 0.46; MISS
scale_factor = 0.70; image = 00422; x =  382; y = 357; confidence = 0.07; MISS
scale_factor = 0.70; image = 00422; x =  612; y = 511; confidence = 0.19; MISS
scale_factor = 0.70; image = 00422; x =  615; y = 512; confidence = 0.20; MISS
scale_factor = 0.70; image = 00422; x =  832; y = 446; confidence = 0.10; MISS
scale_factor = 0.70; image = 00414; x = 1051; y = 346; confidence = 0.66; HIT ***
scale_factor = 0.70; image = 00414; x = 1051; y = 346; confidence = 0.66; HIT ***
scale_factor = 0.70; image = 00422; x = 1299; y = 417; confidence = 0.45; MISS
scale_factor = 0.70; image = 00422; x =  143; y = 581; confidence = 0.05; MISS
scale_factor = 0.70; image = 00422; x =  199; y = 658; confidence = 0.29; MISS
scale_factor = 0.70; image = 00422; x =  522; y = 503; confidence = 0.19; MISS
scale_factor = 0.70; image = 00422; x =  577; y = 601; confidence = 0.16; MISS
scale_factor = 0.70; image = 00422; x =  745; y = 594; confidence = 0.03; MISS
scale_factor = 0.70; image = 00422; x =  880; y = 608; confidence = 0.30; MISS
scale_factor = 0.70; image = 00422; x =  941; y = 545; confidence = 0.38; MISS
scale_factor = 0.70; image = 00422; x = 1129; y = 565; confidence = 0.35; MISS
scale_factor = 0.70; image = 00422; x = 1312; y = 592; confidence = 0.47; MISS
scale_factor = 0.70; image = 00422; x =  149; y = 740; confidence = 0.00; MISS
scale_factor = 0.70; image = 00422; x =  277; y = 690; confidence = 0.10; MISS
scale_factor = 0.70; image = 00422; x =  484; y = 780; confidence = 0.09; MISS
scale_factor = 0.70; image = 00422; x =  543; y = 777; confidence = 0.40; MISS
scale_factor = 0.70; image = 00422; x =  757; y = 708; confidence = 0.30; MISS
scale_factor = 0.70; image = 00422; x =  832; y = 673; confidence = 0.32; MISS
scale_factor = 0.70; image = 00422; x =  958; y = 782; confidence = 0.18; MISS
scale_factor = 0.70; image = 00422; x = 1149; y = 709; confidence = 0.15; MISS
scale_factor = 0.70; image = 00422; x = 1278; y = 699; confidence = 0.20; MISS
### Current Image = 00414; Traffic signs searched =   53; Traffic signs found =   50; Best confidence = 0.676280; Percentage found = 94.34; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00419.ppm
scale_factor = 0.70; image = 00425; x =  114; y = 143; confidence = 0.36; MISS
scale_factor = 0.70; image = 00425; x =  343; y = 128; confidence = 0.40; MISS
scale_factor = 0.70; image = 00425; x =  424; y = 130; confidence = 0.27; MISS
scale_factor = 0.70; image = 00425; x =  611; y = 155; confidence = 0.59; MISS
scale_factor = 0.70; image = 00425; x =  754; y = 136; confidence = 0.53; MISS
scale_factor = 0.70; image = 00425; x =  903; y = 168; confidence = 0.53; MISS
scale_factor = 0.70; image = 00425; x =  994; y = 150; confidence = 0.27; MISS
scale_factor = 0.70; image = 00425; x = 1124; y = 133; confidence = 0.30; MISS
scale_factor = 0.70; image = 00425; x = 1271; y = 145; confidence = 0.35; MISS
scale_factor = 0.70; image = 00425; x =  124; y = 219; confidence = 0.28; MISS
scale_factor = 0.70; image = 00425; x =  233; y = 351; confidence = 0.01; MISS
scale_factor = 0.70; image = 00425; x =  454; y = 246; confidence = 0.46; MISS
scale_factor = 0.70; image = 00425; x =  584; y = 246; confidence = 0.51; MISS
scale_factor = 0.70; image = 00425; x =  724; y = 284; confidence = 0.46; MISS
scale_factor = 0.70; image = 00419; x =  985; y = 292; confidence = 0.79; HIT ***
scale_factor = 0.70; image = 00419; x =  998; y = 283; confidence = 0.99; HIT ***
scale_factor = 0.70; image = 00419; x = 1015; y = 281; confidence = 0.82; HIT ***
scale_factor = 0.70; image = 00425; x = 1312; y = 261; confidence = 0.43; MISS
scale_factor = 0.70; image = 00425; x =  114; y = 474; confidence = 0.40; MISS
scale_factor = 0.70; image = 00425; x =  281; y = 431; confidence = 0.24; MISS
scale_factor = 0.70; image = 00425; x =  471; y = 441; confidence = 0.36; MISS
scale_factor = 0.70; image = 00425; x =  563; y = 496; confidence = 0.41; MISS
scale_factor = 0.70; image = 00425; x =  715; y = 413; confidence = 0.31; MISS
scale_factor = 0.70; image = 00425; x =  910; y = 468; confidence = 0.01; MISS
scale_factor = 0.70; image = 00425; x =  992; y = 436; confidence = 0.30; MISS
scale_factor = 0.70; image = 00425; x = 1141; y = 423; confidence = 0.10; MISS
scale_factor = 0.70; image = 00425; x = 1313; y = 438; confidence = 0.31; MISS
scale_factor = 0.70; image = 00425; x =  163; y = 559; confidence = 0.28; MISS
scale_factor = 0.70; image = 00425; x =  286; y = 572; confidence = 0.01; MISS
scale_factor = 0.70; image = 00425; x =  476; y = 597; confidence = 0.18; MISS
scale_factor = 0.70; image = 00425; x =  627; y = 527; confidence = 0.34; MISS
scale_factor = 0.70; image = 00425; x =  690; y = 567; confidence = 0.30; MISS
scale_factor = 0.70; image = 00425; x =  838; y = 572; confidence = 0.28; MISS
scale_factor = 0.70; image = 00425; x = 1010; y = 575; confidence = 0.08; MISS
scale_factor = 0.70; image = 00425; x = 1141; y = 572; confidence = 0.27; MISS
scale_factor = 0.70; image = 00425; x = 1281; y = 588; confidence = 0.36; MISS
scale_factor = 0.70; image = 00425; x =  238; y = 708; confidence = 0.06; MISS
scale_factor = 0.70; image = 00425; x =  243; y = 710; confidence = 0.43; MISS
scale_factor = 0.70; image = 00425; x =  435; y = 708; confidence = 0.23; MISS
scale_factor = 0.70; image = 00425; x =  570; y = 730; confidence = 0.35; MISS
scale_factor = 0.70; image = 00425; x =  722; y = 693; confidence = 0.02; MISS
scale_factor = 0.70; image = 00425; x =  944; y = 754; confidence = 0.02; MISS
scale_factor = 0.70; image = 00425; x = 1011; y = 705; confidence = 0.24; MISS
scale_factor = 0.70; image = 00425; x = 1144; y = 715; confidence = 0.06; MISS
scale_factor = 0.70; image = 00425; x = 1220; y = 680; confidence = 0.43; MISS
### Current Image = 00419; Traffic signs searched =   54; Traffic signs found =   51; Best confidence = 0.993511; Percentage found = 94.44; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00439.ppm
scale_factor = 0.70; image = 00444; x =  138; y = 145; confidence = 0.02; MISS
scale_factor = 0.70; image = 00444; x =  308; y = 163; confidence = 0.34; MISS
scale_factor = 0.70; image = 00444; x =  449; y = 202; confidence = 0.26; MISS
scale_factor = 0.70; image = 00444; x =  601; y = 168; confidence = 0.18; MISS
scale_factor = 0.70; image = 00444; x =  718; y = 196; confidence = 0.48; MISS
scale_factor = 0.70; image = 00444; x =  871; y = 159; confidence = 0.46; MISS
scale_factor = 0.70; image = 00444; x =  979; y = 158; confidence = 0.12; MISS
scale_factor = 0.70; image = 00439; x = 1216; y = 253; confidence = 0.89; HIT ***
scale_factor = 0.70; image = 00439; x = 1225; y = 249; confidence = 0.87; HIT ***
scale_factor = 0.70; image = 00444; x =  143; y = 286; confidence = 0.18; MISS
scale_factor = 0.70; image = 00444; x =  296; y = 246; confidence = 0.46; MISS
scale_factor = 0.70; image = 00444; x =  414; y = 224; confidence = 0.35; MISS
scale_factor = 0.70; image = 00444; x =  539; y = 200; confidence = 0.22; MISS
scale_factor = 0.70; image = 00444; x =  754; y = 197; confidence = 0.53; MISS
scale_factor = 0.70; image = 00444; x =  870; y = 183; confidence = 0.40; MISS
scale_factor = 0.70; image = 00444; x =  972; y = 313; confidence = 0.17; MISS
scale_factor = 0.70; image = 00439; x = 1209; y = 279; confidence = 0.91; HIT ***
scale_factor = 0.70; image = 00439; x = 1230; y = 281; confidence = 0.89; HIT ***
scale_factor = 0.70; image = 00444; x =  159; y = 422; confidence = 0.08; MISS
scale_factor = 0.70; image = 00444; x =  335; y = 452; confidence = 0.01; MISS
scale_factor = 0.70; image = 00444; x =  468; y = 454; confidence = 0.14; MISS
scale_factor = 0.70; image = 00444; x =  617; y = 464; confidence = 0.30; MISS
scale_factor = 0.70; image = 00444; x =  693; y = 412; confidence = 0.11; MISS
scale_factor = 0.70; image = 00444; x =  960; y = 426; confidence = 0.20; MISS
scale_factor = 0.70; image = 00444; x =  992; y = 455; confidence = 0.46; MISS
scale_factor = 0.70; image = 00444; x = 1164; y = 438; confidence = 0.22; MISS
scale_factor = 0.70; image = 00444; x = 1260; y = 436; confidence = 0.32; MISS
scale_factor = 0.70; image = 00444; x =   86; y = 570; confidence = 0.14; MISS
scale_factor = 0.70; image = 00444; x =  271; y = 536; confidence = 0.33; MISS
scale_factor = 0.70; image = 00444; x =  427; y = 450; confidence = 0.04; MISS
scale_factor = 0.70; image = 00444; x =  615; y = 462; confidence = 0.30; MISS
scale_factor = 0.70; image = 00444; x =  718; y = 530; confidence = 0.05; MISS
scale_factor = 0.70; image = 00444; x =  863; y = 569; confidence = 0.21; MISS
scale_factor = 0.70; image = 00444; x =  996; y = 526; confidence = 0.48; MISS
scale_factor = 0.70; image = 00444; x = 1159; y = 581; confidence = 0.21; MISS
scale_factor = 0.70; image = 00444; x = 1332; y = 563; confidence = 0.60; MISS
scale_factor = 0.70; image = 00444; x =  143; y = 703; confidence = 0.06; MISS
scale_factor = 0.70; image = 00444; x =  286; y = 715; confidence = 0.12; MISS
scale_factor = 0.70; image = 00444; x =  439; y = 717; confidence = 0.13; MISS
scale_factor = 0.70; image = 00444; x =  615; y = 675; confidence = 0.37; MISS
scale_factor = 0.70; image = 00444; x =  720; y = 734; confidence = 0.38; MISS
scale_factor = 0.70; image = 00444; x =  846; y = 705; confidence = 0.06; MISS
scale_factor = 0.70; image = 00444; x =  979; y = 754; confidence = 0.12; MISS
scale_factor = 0.70; image = 00444; x = 1147; y = 721; confidence = 0.03; MISS
scale_factor = 0.70; image = 00444; x = 1290; y = 740; confidence = 0.40; MISS
### Current Image = 00439; Traffic signs searched =   55; Traffic signs found =   52; Best confidence = 0.910598; Percentage found = 94.55; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00441.ppm
scale_factor = 0.70; image = 00445; x =  100; y =  97; confidence = 0.38; MISS
scale_factor = 0.70; image = 00445; x =  298; y = 160; confidence = 0.38; MISS
scale_factor = 0.70; image = 00445; x =  454; y = 149; confidence = 0.29; MISS
scale_factor = 0.70; image = 00445; x =  570; y = 134; confidence = 0.27; MISS
scale_factor = 0.70; image = 00445; x =  774; y = 178; confidence = 0.47; MISS
scale_factor = 0.70; image = 00445; x =  901; y = 179; confidence = 0.51; MISS
scale_factor = 0.70; image = 00445; x =  968; y = 168; confidence = 0.67; MISS
scale_factor = 0.70; image = 00441; x = 1091; y = 253; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00445; x = 1278; y = 130; confidence = 0.10; MISS
scale_factor = 0.70; image = 00445; x =  149; y = 253; confidence = 0.40; MISS
scale_factor = 0.70; image = 00445; x =  276; y = 207; confidence = 0.40; MISS
scale_factor = 0.70; image = 00445; x =  416; y = 323; confidence = 0.03; MISS
scale_factor = 0.70; image = 00445; x =  533; y = 306; confidence = 0.01; MISS
scale_factor = 0.70; image = 00445; x =  778; y = 181; confidence = 0.46; MISS
scale_factor = 0.70; image = 00445; x =  913; y = 177; confidence = 0.42; MISS
scale_factor = 0.70; image = 00441; x = 1094; y = 249; confidence = 0.93; HIT ***
scale_factor = 0.70; image = 00441; x = 1082; y = 236; confidence = 0.92; HIT ***
scale_factor = 0.70; image = 00445; x = 1270; y = 293; confidence = 0.43; MISS
scale_factor = 0.70; image = 00445; x =   91; y = 419; confidence = 0.29; MISS
scale_factor = 0.70; image = 00445; x =  346; y = 484; confidence = 0.39; MISS
scale_factor = 0.70; image = 00445; x =  420; y = 479; confidence = 0.06; MISS
scale_factor = 0.70; image = 00445; x =  560; y = 429; confidence = 0.00; MISS
scale_factor = 0.70; image = 00445; x =  690; y = 519; confidence = 0.18; MISS
scale_factor = 0.70; image = 00445; x =  865; y = 545; confidence = 0.58; MISS
scale_factor = 0.70; image = 00445; x =  949; y = 554; confidence = 0.50; MISS
scale_factor = 0.70; image = 00445; x = 1160; y = 536; confidence = 0.54; MISS
scale_factor = 0.70; image = 00445; x = 1299; y = 485; confidence = 0.42; MISS
scale_factor = 0.70; image = 00445; x =  156; y = 540; confidence = 0.04; MISS
scale_factor = 0.70; image = 00445; x =  315; y = 624; confidence = 0.29; MISS
scale_factor = 0.70; image = 00445; x =  488; y = 505; confidence = 0.00; MISS
scale_factor = 0.70; image = 00445; x =  602; y = 512; confidence = 0.39; MISS
scale_factor = 0.70; image = 00445; x =  693; y = 519; confidence = 0.22; MISS
scale_factor = 0.70; image = 00445; x =  865; y = 545; confidence = 0.57; MISS
scale_factor = 0.70; image = 00445; x =  951; y = 552; confidence = 0.72; MISS
scale_factor = 0.70; image = 00445; x = 1139; y = 532; confidence = 0.62; MISS
scale_factor = 0.70; image = 00445; x = 1258; y = 562; confidence = 0.43; MISS
scale_factor = 0.70; image = 00445; x =  134; y = 686; confidence = 0.35; MISS
scale_factor = 0.70; image = 00445; x =  295; y = 717; confidence = 0.33; MISS
scale_factor = 0.70; image = 00445; x =  359; y = 640; confidence = 0.15; MISS
scale_factor = 0.70; image = 00445; x =  688; y = 720; confidence = 0.44; MISS
scale_factor = 0.70; image = 00445; x =  690; y = 722; confidence = 0.43; MISS
scale_factor = 0.70; image = 00445; x =  813; y = 744; confidence = 0.30; MISS
scale_factor = 0.70; image = 00445; x =  988; y = 665; confidence = 0.50; MISS
scale_factor = 0.70; image = 00445; x = 1160; y = 715; confidence = 0.06; MISS
scale_factor = 0.70; image = 00445; x = 1300; y = 703; confidence = 0.17; MISS
### Current Image = 00441; Traffic signs searched =   56; Traffic signs found =   53; Best confidence = 0.945205; Percentage found = 94.64; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00445.ppm
scale_factor = 0.70; image = 00451; x =  145; y = 143; confidence = 0.31; MISS
scale_factor = 0.70; image = 00445; x =  239; y = 269; confidence = 0.55; HIT ***
scale_factor = 0.70; image = 00451; x =  431; y = 143; confidence = 0.27; MISS
scale_factor = 0.70; image = 00451; x =  577; y = 145; confidence = 0.19; MISS
scale_factor = 0.70; image = 00451; x =  640; y = 170; confidence = 0.49; MISS
scale_factor = 0.70; image = 00451; x =  811; y = 104; confidence = 0.63; MISS
scale_factor = 0.70; image = 00445; x = 1043; y = 268; confidence = 0.91; HIT ***
scale_factor = 0.70; image = 00451; x = 1071; y = 182; confidence = 0.46; MISS
scale_factor = 0.70; image = 00451; x = 1294; y =  77; confidence = 0.43; MISS
scale_factor = 0.70; image = 00445; x =  238; y = 263; confidence = 0.49; HIT ***
scale_factor = 0.70; image = 00445; x =  240; y = 269; confidence = 0.55; HIT ***
scale_factor = 0.70; image = 00451; x =  386; y = 389; confidence = 0.28; MISS
scale_factor = 0.70; image = 00451; x =  672; y = 197; confidence = 0.59; MISS
scale_factor = 0.70; image = 00451; x =  688; y = 201; confidence = 0.47; MISS
scale_factor = 0.70; image = 00451; x =  771; y = 207; confidence = 0.46; MISS
scale_factor = 0.70; image = 00445; x = 1046; y = 281; confidence = 0.99; HIT ***
scale_factor = 0.70; image = 00445; x = 1041; y = 279; confidence = 1.00; HIT ***
scale_factor = 0.70; image = 00451; x = 1306; y = 328; confidence = 0.23; MISS
scale_factor = 0.70; image = 00451; x =  148; y = 448; confidence = 0.04; MISS
scale_factor = 0.70; image = 00451; x =  251; y = 441; confidence = 0.18; MISS
scale_factor = 0.70; image = 00451; x =  416; y = 382; confidence = 0.17; MISS
scale_factor = 0.70; image = 00451; x =  563; y = 462; confidence = 0.37; MISS
scale_factor = 0.70; image = 00451; x =  605; y = 459; confidence = 0.39; MISS
scale_factor = 0.70; image = 00451; x =  813; y = 429; confidence = 0.06; MISS
scale_factor = 0.70; image = 00451; x = 1027; y = 436; confidence = 0.26; MISS
scale_factor = 0.70; image = 00451; x = 1088; y = 455; confidence = 0.42; MISS
scale_factor = 0.70; image = 00451; x = 1270; y = 413; confidence = 0.31; MISS
scale_factor = 0.70; image = 00451; x =  145; y = 556; confidence = 0.16; MISS
scale_factor = 0.70; image = 00451; x =  256; y = 516; confidence = 0.14; MISS
scale_factor = 0.70; image = 00451; x =  431; y = 565; confidence = 0.30; MISS
scale_factor = 0.70; image = 00451; x =  602; y = 556; confidence = 0.20; MISS
scale_factor = 0.70; image = 00451; x =  690; y = 587; confidence = 0.01; MISS
scale_factor = 0.70; image = 00451; x =  856; y = 581; confidence = 0.03; MISS
scale_factor = 0.70; image = 00451; x =  969; y = 607; confidence = 0.01; MISS
scale_factor = 0.70; image = 00451; x = 1233; y = 533; confidence = 0.38; MISS
scale_factor = 0.70; image = 00451; x = 1336; y = 612; confidence = 0.34; MISS
scale_factor = 0.70; image = 00451; x =  127; y = 708; confidence = 0.43; MISS
scale_factor = 0.70; image = 00451; x =  254; y = 666; confidence = 0.01; MISS
scale_factor = 0.70; image = 00451; x =  423; y = 720; confidence = 0.13; MISS
scale_factor = 0.70; image = 00451; x =  569; y = 715; confidence = 0.18; MISS
scale_factor = 0.70; image = 00451; x =  717; y = 717; confidence = 0.02; MISS
scale_factor = 0.70; image = 00451; x =  915; y = 732; confidence = 0.31; MISS
scale_factor = 0.70; image = 00451; x = 1060; y = 695; confidence = 0.35; MISS
scale_factor = 0.70; image = 00451; x = 1154; y = 715; confidence = 0.08; MISS
scale_factor = 0.70; image = 00451; x = 1282; y = 660; confidence = 0.33; MISS
### Current Image = 00445; Traffic signs searched =   57; Traffic signs found =   54; Best confidence = 1.000000; Percentage found = 94.74; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00456.ppm
scale_factor = 0.70; image = 00465; x =  113; y =  73; confidence = 0.60; MISS
scale_factor = 0.70; image = 00465; x =  318; y =  73; confidence = 0.48; MISS
scale_factor = 0.70; image = 00465; x =  410; y = 130; confidence = 0.27; MISS
scale_factor = 0.70; image = 00465; x =  560; y = 130; confidence = 0.19; MISS
scale_factor = 0.70; image = 00465; x =  721; y = 185; confidence = 0.36; MISS
scale_factor = 0.70; image = 00465; x =  846; y = 178; confidence = 0.43; MISS
scale_factor = 0.70; image = 00465; x = 1010; y = 199; confidence = 0.50; MISS
scale_factor = 0.70; image = 00465; x = 1084; y = 134; confidence = 0.15; MISS
scale_factor = 0.70; image = 00465; x = 1262; y = 162; confidence = 0.40; MISS
scale_factor = 0.70; image = 00465; x =  127; y = 284; confidence = 0.13; MISS
scale_factor = 0.70; image = 00465; x =  286; y = 295; confidence = 0.21; MISS
scale_factor = 0.70; image = 00456; x =  459; y = 355; confidence = 0.96; HIT ***
scale_factor = 0.70; image = 00456; x =  456; y = 353; confidence = 0.98; HIT ***
scale_factor = 0.70; image = 00465; x =  665; y = 249; confidence = 0.43; MISS
scale_factor = 0.70; image = 00465; x =  848; y = 176; confidence = 0.50; MISS
scale_factor = 0.70; image = 00465; x = 1018; y = 336; confidence = 0.45; MISS
scale_factor = 0.70; image = 00465; x = 1203; y = 281; confidence = 0.36; MISS
scale_factor = 0.70; image = 00465; x = 1198; y = 283; confidence = 0.41; MISS
scale_factor = 0.70; image = 00465; x =  110; y = 492; confidence = 0.52; MISS
scale_factor = 0.70; image = 00465; x =  295; y = 399; confidence = 0.38; MISS
scale_factor = 0.70; image = 00456; x =  458; y = 354; confidence = 0.97; HIT ***
scale_factor = 0.70; image = 00456; x =  459; y = 359; confidence = 0.95; HIT ***
scale_factor = 0.70; image = 00465; x =  633; y = 324; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  980; y = 445; confidence = 0.40; MISS
scale_factor = 0.70; image = 00465; x = 1010; y = 476; confidence = 0.41; MISS
scale_factor = 0.70; image = 00465; x = 1160; y = 429; confidence = 0.33; MISS
scale_factor = 0.70; image = 00465; x = 1274; y = 434; confidence = 0.36; MISS
scale_factor = 0.70; image = 00465; x =  104; y = 572; confidence = 0.60; MISS
scale_factor = 0.70; image = 00465; x =  280; y = 523; confidence = 0.49; MISS
scale_factor = 0.70; image = 00465; x =  367; y = 495; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  572; y = 572; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  695; y = 714; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  980; y = 497; confidence = 0.01; MISS
scale_factor = 0.70; image = 00465; x = 1008; y = 473; confidence = 0.47; MISS
scale_factor = 0.70; image = 00465; x = 1151; y = 555; confidence = 0.40; MISS
scale_factor = 0.70; image = 00465; x = 1255; y = 539; confidence = 0.28; MISS
scale_factor = 0.70; image = 00465; x =   88; y = 725; confidence = 0.54; MISS
scale_factor = 0.70; image = 00465; x =  233; y = 686; confidence = 0.31; MISS
scale_factor = 0.70; image = 00465; x =  429; y = 715; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  572; y = 715; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  735; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  839; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x =  982; y = 800; confidence = 0.00; MISS
scale_factor = 0.70; image = 00465; x = 1251; y = 642; confidence = 0.35; MISS
scale_factor = 0.70; image = 00465; x = 1292; y = 717; confidence = 0.34; MISS
### Current Image = 00456; Traffic signs searched =   58; Traffic signs found =   55; Best confidence = 0.983417; Percentage found = 94.83; HIT
